iso_ts,ms,temp_c,hum_pct,heat_index_c,pir_raw,motion,occupied,fidget
2025-09-26T10:00:00,0,24.49,62.0,24.49,0,0,1,0.0021
2025-09-26T10:00:00,250,24.51,54.4,24.51,0,0,1,0.0021
2025-09-26T10:00:00,500,24.52,60.4,24.52,0,0,1,0.0021
2025-09-26T10:00:00,750,24.51,61.2,24.51,0,0,1,0.0021
2025-09-26T10:00:01,1000,24.52,57.1,24.52,0,0,1,0.002
2025-09-26T10:00:01,1250,24.53,59.6,24.53,0,0,1,0.0021
2025-09-26T10:00:01,1500,24.54,67.2,24.54,0,0,1,0.002
2025-09-26T10:00:01,1750,24.54,57.1,24.54,0,0,1,0.002
2025-09-26T10:00:02,2000,24.55,61.0,24.55,0,0,1,0.0021
2025-09-26T10:00:02,2250,24.57,58.8,24.57,0,0,1,0.002
2025-09-26T10:00:02,2500,24.58,58.3,24.58,0,0,1,0.002
2025-09-26T10:00:02,2750,24.59,53.1,24.59,0,0,1,0.002
2025-09-26T10:00:03,3000,24.6,59.4,24.6,0,0,1,0.0019
2025-09-26T10:00:03,3250,24.61,61.7,24.61,0,0,1,0.0019
2025-09-26T10:00:03,3500,24.62,60.8,24.62,0,0,1,0.0019
2025-09-26T10:00:03,3750,24.63,57.3,24.63,0,0,1,0.002
2025-09-26T10:00:04,4000,24.64,66.5,24.64,0,0,1,0.002
2025-09-26T10:00:04,4250,24.65,59.1,24.65,0,0,1,0.002
2025-09-26T10:00:04,4500,24.67,62.7,24.67,0,0,1,0.002
2025-09-26T10:00:04,4750,24.67,62.9,24.67,0,0,1,0.002
2025-09-26T10:00:05,5000,24.68,58.6,24.68,0,0,1,0.002
2025-09-26T10:00:05,5250,24.69,64.5,24.69,0,0,1,0.0019
2025-09-26T10:00:05,5500,24.7,53.8,24.7,0,0,1,0.0019
2025-09-26T10:00:05,5750,24.71,56.1,24.71,0,0,1,0.0019
2025-09-26T10:00:06,6000,24.72,61.8,24.72,0,0,1,0.002
2025-09-26T10:00:06,6250,24.73,61.6,24.73,0,0,1,0.0021
2025-09-26T10:00:06,6500,24.74,52.1,24.74,0,0,1,0.0021
2025-09-26T10:00:06,6750,24.75,59.9,24.75,0,0,1,0.002
2025-09-26T10:00:07,7000,24.75,63.2,24.75,0,0,1,0.002
2025-09-26T10:00:07,7250,24.76,67.1,24.76,0,0,1,0.002
2025-09-26T10:00:07,7500,24.77,60.0,24.77,0,0,1,0.002
2025-09-26T10:00:07,7750,24.78,55.5,24.78,0,0,1,0.002
2025-09-26T10:00:08,8000,24.79,64.7,24.79,0,0,1,0.002
2025-09-26T10:00:08,8250,24.8,61.1,24.8,0,0,1,0.0019
2025-09-26T10:00:08,8500,24.8,58.1,24.8,0,0,1,0.0019
2025-09-26T10:00:08,8750,24.81,64.0,24.81,0,0,1,0.0019
2025-09-26T10:00:09,9000,24.83,60.1,24.83,0,0,1,0.0019
2025-09-26T10:00:09,9250,24.83,59.7,24.83,0,0,1,0.0018
2025-09-26T10:00:09,9500,24.83,65.2,24.83,0,0,1,0.0019
2025-09-26T10:00:09,9750,24.84,62.5,24.84,0,0,1,0.0019
2025-09-26T10:00:10,10000,24.86,62.2,24.86,0,0,1,0.0019
2025-09-26T10:00:10,10250,24.86,61.6,24.86,0,0,1,0.0019
2025-09-26T10:00:10,10500,24.86,60.5,24.86,0,0,1,0.0019
2025-09-26T10:00:10,10750,24.86,58.6,24.86,0,0,1,0.0019
2025-09-26T10:00:11,11000,24.87,63.4,24.87,0,0,1,0.0019
2025-09-26T10:00:11,11250,24.88,57.8,24.88,0,0,1,0.0019
2025-09-26T10:00:11,11500,24.88,64.7,24.88,0,0,1,0.0019
2025-09-26T10:00:11,11750,24.89,58.7,24.89,0,0,1,0.0018
2025-09-26T10:00:12,12000,24.9,65.7,24.9,0,0,1,0.0018
2025-09-26T10:00:12,12250,24.91,56.6,24.91,0,0,1,0.0018
2025-09-26T10:00:12,12500,24.92,58.8,24.92,0,0,1,0.0018
2025-09-26T10:00:12,12750,24.93,59.8,24.93,0,0,1,0.0018
2025-09-26T10:00:13,13000,24.94,60.3,24.94,0,0,1,0.0019
2025-09-26T10:00:13,13250,24.96,60.7,24.96,0,0,1,0.002
2025-09-26T10:00:13,13500,24.96,59.6,24.96,0,0,1,0.002
2025-09-26T10:00:13,13750,24.97,58.9,24.97,0,0,1,0.002
2025-09-26T10:00:14,14000,24.98,64.8,24.98,0,0,1,0.002
2025-09-26T10:00:14,14250,24.99,56.8,24.99,0,0,1,0.002
2025-09-26T10:00:14,14500,24.99,55.3,24.99,0,0,1,0.0019
2025-09-26T10:00:14,14750,25.0,60.3,25.0,0,0,1,0.0019
2025-09-26T10:00:15,15000,25.01,62.8,25.01,0,0,1,0.002
2025-09-26T10:00:15,15250,25.02,62.6,25.02,0,0,1,0.0019
2025-09-26T10:00:15,15500,25.02,67.8,25.02,0,0,1,0.002
2025-09-26T10:00:15,15750,25.02,60.6,25.02,0,0,1,0.002
2025-09-26T10:00:16,16000,25.02,59.4,25.02,0,0,1,0.0021
2025-09-26T10:00:16,16250,25.03,59.2,25.03,0,0,1,0.002
2025-09-26T10:00:16,16500,25.04,58.4,25.04,0,0,1,0.002
2025-09-26T10:00:16,16750,25.05,60.8,25.05,0,0,1,0.002
2025-09-26T10:00:17,17000,25.06,58.3,25.06,0,0,1,0.002
2025-09-26T10:00:17,17250,25.07,64.3,25.07,0,0,1,0.002
2025-09-26T10:00:17,17500,25.08,62.9,25.08,0,0,1,0.0021
2025-09-26T10:00:17,17750,25.08,60.9,25.08,0,0,1,0.0021
2025-09-26T10:00:18,18000,25.09,54.5,25.09,0,0,1,0.0021
2025-09-26T10:00:18,18250,25.1,59.2,25.1,0,0,1,0.002
2025-09-26T10:00:18,18500,25.12,61.3,25.12,0,0,1,0.002
2025-09-26T10:00:18,18750,25.13,63.5,25.13,0,0,1,0.0021
2025-09-26T10:00:19,19000,25.13,61.8,25.13,0,0,1,0.0021
2025-09-26T10:00:19,19250,25.14,58.5,25.14,0,0,1,0.0021
2025-09-26T10:00:19,19500,25.14,64.6,25.14,0,0,1,0.0021
2025-09-26T10:00:19,19750,25.14,63.6,25.14,0,0,1,0.002
2025-09-26T10:00:20,20000,25.15,56.6,25.15,0,0,1,0.0021
2025-09-26T10:00:20,20250,25.16,62.6,25.16,0,0,1,0.0021
2025-09-26T10:00:20,20500,25.17,63.3,25.17,0,0,1,0.002
2025-09-26T10:00:20,20750,25.18,52.3,25.18,0,0,1,0.002
2025-09-26T10:00:21,21000,25.19,60.5,25.19,0,0,1,0.002
2025-09-26T10:00:21,21250,25.19,59.9,25.19,0,0,1,0.002
2025-09-26T10:00:21,21500,25.2,59.9,25.2,0,0,1,0.002
2025-09-26T10:00:21,21750,25.21,59.7,25.21,0,0,1,0.002
2025-09-26T10:00:22,22000,25.22,56.1,25.22,0,0,1,0.0019
2025-09-26T10:00:22,22250,25.23,59.0,25.23,0,0,1,0.0019
2025-09-26T10:00:22,22500,25.24,55.7,25.24,0,0,1,0.0019
2025-09-26T10:00:22,22750,25.25,55.7,25.25,0,0,1,0.0019
2025-09-26T10:00:23,23000,25.25,53.3,25.25,0,0,1,0.0018
2025-09-26T10:00:23,23250,25.26,59.1,25.26,0,0,1,0.0018
